;NUMERO DE SERIE;NUMERO DE SERIE;Reemplaza a Serie;Contador Mono Anterior (Qty);Contador Mono Actual (Qty);Contador Color Anterior (Qty);Contador Color Actual (Qty);Uso Mono (Qty);Uso Color (Qty);Minimo Mono (Qty);Minimo Color (Qty);Costo Consumo (USD);Costo Minimo Mono (USD);Costo Minimo Color (USD);Costo Total (USD);Costo Total (CLP);Categoria;Estado Informado a Adessa;Negocio;Observaciones del Tecnico Residente;Prop Adessa;Modelo;
;T314Q201239;T314Q201239;; 1.845 ; 1.845 ; -   ; -   ; -   ; -   ; 1.500 ; -   ; $- ; $26,96 ; $- ; $26,96 ; $18.457,17 ; Requerimiento Adicional ;;Sodimac;NO ESTAN EN AREMOTE;Propiedad Ricoh;Ricoh-AficioSP3510DN;T314Q201239
;S9058601922;L9058601922;; 26.763 ; 28.764 ; -   ; -   ; 2.001 ; -   ; 1.499 ; -   ; $35,96 ; $26,94 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioSP5200S;S9058601922
;S9049600851;L9049600851;; 47.081 ; 50.029 ; -   ; -   ; 2.948 ; -   ; 552 ; -   ; $52,98 ; $9,92 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioSP5200S;S9049600851
;T924Q830116;T924Q830116;; 1.936 ; 2.095 ; -   ; -   ; 159 ; -   ; 1.341 ; -   ; $2,86 ; $24,10 ; $- ; $26,96 ; $18.457,17 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-SP310DNw;
;S8142300869;S8142300869;; 23.186 ; 24.358 ; -   ; -   ; 1.172 ; -   ; 1.828 ; -   ; $21,06 ; $32,85 ; $- ; $53,91 ; $36.914,33 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioSP5200DN;
;S9049400775;L9049400775;; 34.831 ; 36.667 ; -   ; -   ; 1.836 ; -   ; 1.664 ; -   ; $32,99 ; $29,90 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioSP5200S;S9049400775
;T924Q930099;T924Q930099;; 1.530 ; 1.595 ; -   ; -   ; 65 ; -   ; 1.435 ; -   ; $1,17 ; $25,79 ; $- ; $26,96 ; $18.457,17 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-SP310DNw;T924Q930099
;T924Q830012;T924Q830012;; 2.659 ; 2.810 ; -   ; -   ; 151 ; -   ; 1.349 ; -   ; $2,71 ; $24,24 ; $- ; $26,96 ; $18.457,17 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-SP310DNw;T924Q830012
;T924Q930218;T924Q930218;; 2.657 ; 2.824 ; -   ; -   ; 167 ; -   ; 1.333 ; -   ; $3,00 ; $23,95 ; $- ; $26,96 ; $18.457,17 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-SP310DNw;T924Q930218
;T314Q700983;T314Q700983;; 3.979 ; 4.140 ; -   ; -   ; 161 ; -   ; 1.339 ; -   ; $2,89 ; $24,06 ; $- ; $26,96 ; $18.457,17 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioSP3510DN;T314Q700983
;S9058602071;L9058602071;; 25.661 ; 27.009 ; -   ; -   ; 1.348 ; -   ; 2.152 ; -   ; $24,22 ; $38,67 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioSP5200S;S9058602071
;T924Q930014;T924Q930014;; 2.818 ; 2.961 ; -   ; -   ; 143 ; -   ; 1.357 ; -   ; $2,57 ; $24,39 ; $- ; $26,96 ; $18.457,17 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-SP310DNw;
;T924Q930094;T924Q930094;; 2.352 ; 2.516 ; -   ; -   ; 164 ; -   ; 1.336 ; -   ; $2,95 ; $24,01 ; $- ; $26,96 ; $18.457,17 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-SP310DNw;T924Q930094
;W913P708294;W913P708294;; 43.801 ; 45.568 ; -   ; -   ; 1.767 ; -   ; 1.733 ; -   ; $31,75 ; $31,14 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioMP301;W913P708294
;T314Q201278;T314Q201278;; 2.875 ; 2.962 ; -   ; -   ; 87 ; -   ; 1.413 ; -   ; $1,56 ; $25,39 ; $- ; $26,96 ; $18.457,17 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioSP3510DN;T314Q201278
;S9058601514;L9058601514;; 22.617 ; 24.449 ; -   ; -   ; 1.832 ; -   ; 1.668 ; -   ; $32,92 ; $29,97 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioSP5200S;S9058601514
;S9049600910;L9049600910;; 30.485 ; 31.881 ; -   ; -   ; 1.396 ; -   ; 2.104 ; -   ; $25,09 ; $37,81 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioSP5200S;S9049600910
;S9049601052;L9049601052;; 35.297 ; 37.374 ; -   ; -   ; 2.077 ; -   ; 1.423 ; -   ; $37,32 ; $25,57 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioSP5200S;S9049601052
;W914P605763;W914P605763;; 33.081 ; 35.329 ; -   ; -   ; 2.248 ; -   ; 1.252 ; -   ; $40,40 ; $22,50 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioMP301;W914P605763
;W914P605738;W914P605738;; 49.930 ; 51.872 ; -   ; -   ; 1.942 ; -   ; 1.558 ; -   ; $34,90 ; $28,00 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioMP301;W914P605738
;S9049600763;L9049600763;; 39.534 ; 41.481 ; -   ; -   ; 1.947 ; -   ; 1.553 ; -   ; $34,99 ; $27,91 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioSP5200S;
;S9058601877;L9058601877;; 20.538 ; 22.076 ; -   ; -   ; 1.538 ; -   ; 1.962 ; -   ; $27,64 ; $35,26 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioSP5200S;S9058601877
;S9058601875;L9058601875;; 18.799 ; 20.013 ; -   ; -   ; 1.214 ; -   ; 2.286 ; -   ; $21,82 ; $41,08 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioSP5200S;S9058601875
;T924Q830386;T924Q830386;; 1.657 ; 1.760 ; -   ; -   ; 103 ; -   ; 1.397 ; -   ; $1,85 ; $25,10 ; $- ; $26,96 ; $18.457,17 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-SP310DNw;
;S9049501398;L9049501398;; 39.324 ; 41.782 ; -   ; -   ; 2.458 ; -   ; 1.042 ; -   ; $44,17 ; $18,72 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioSP5200S;S9049501398
;S9058601535;L9058601535;; 27.421 ; 29.072 ; -   ; -   ; 1.651 ; -   ; 1.849 ; -   ; $29,67 ; $33,23 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioSP5200S;S9058601535
;S9049601009;L9049601009;; 26.659 ; 28.020 ; -   ; -   ; 1.361 ; -   ; 2.139 ; -   ; $24,46 ; $38,44 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioSP5200S;S9049601009
;S9058601781;L9058601781;; 27.180 ; 29.342 ; -   ; -   ; 2.162 ; -   ; 1.338 ; -   ; $38,85 ; $24,04 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioSP5200S;S9058601781
;T924Q930216;T924Q930216;; 837 ; 837 ; -   ; -   ; -   ; -   ; 1.500 ; -   ; $- ; $26,96 ; $- ; $26,96 ; $18.457,17 ; Requerimiento Adicional ;;Sodimac;MISMO CONTADOR AREMOTE QUE EL MES ANTERIOR;Propiedad Ricoh;Ricoh-SP310DNw;T924Q930216
;T924Q830011;T924Q830011;; 4.018 ; 4.189 ; -   ; -   ; 171 ; -   ; 1.329 ; -   ; $3,07 ; $23,88 ; $- ; $26,96 ; $18.457,17 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-SP310DNw;T924Q830011
;T924Q930212;T924Q930212;; 3.686 ; 3.846 ; -   ; -   ; 160 ; -   ; 1.340 ; -   ; $2,88 ; $24,08 ; $- ; $26,96 ; $18.457,17 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-SP310DNw;T924Q930212
;T924Q930217;T924Q930217;; 6.982 ; 7.539 ; -   ; -   ; 557 ; -   ; 943 ; -   ; $10,01 ; $16,95 ; $- ; $26,96 ; $18.457,17 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-SP310DNw;T924Q930217
;S9058601871;L9058601871;; 21.297 ; 23.166 ; -   ; -   ; 1.869 ; -   ; 1.631 ; -   ; $33,59 ; $29,31 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioSP5200S;S9058601871
;S9058601507;L9058601507;; 30.071 ; 32.402 ; -   ; -   ; 2.331 ; -   ; 1.169 ; -   ; $41,89 ; $21,01 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioSP5200S;S9058601507
;S9049600882;L9049600882;; 41.749 ; 43.916 ; -   ; -   ; 2.167 ; -   ; 1.333 ; -   ; $38,94 ; $23,95 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioSP5200S;S9049600882
;S9049600866;L9049600866;; 35.771 ; 37.651 ; -   ; -   ; 1.880 ; -   ; 1.620 ; -   ; $33,78 ; $29,11 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioSP5200S;S9049600866
;T924Q930206;T924Q930206;; 3.454 ; 3.534 ; -   ; -   ; 80 ; -   ; 1.420 ; -   ; $1,44 ; $25,52 ; $- ; $26,96 ; $18.457,17 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-SP310DNw;T924Q930206
;E175M520033;175M520033;; 54.286 ; 57.544 ; 47.080 ; 50.942 ; 3.258 ; 3.862 ; 2.742 ; -   ; $347,62 ; $49,27 ; $- ; $396,89 ; $271.766,94 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioMPC4503;E175M520033
;S9058601580;L9058601580;; 27.653 ; 29.425 ; -   ; -   ; 1.772 ; -   ; 1.728 ; -   ; $31,84 ; $31,05 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioSP5200S;S9058601580
;S9058601800;L9058601800;; 16.619 ; 18.219 ; -   ; -   ; 1.600 ; -   ; 1.900 ; -   ; $28,75 ; $34,14 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioSP5200S;S9058601800
;W915P603365;W915P603365;; 29.884 ; 33.434 ; -   ; -   ; 3.550 ; -   ; -   ; -   ; $63,79 ; $- ; $- ; $63,79 ; $43.681,96 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioMP301;
;T924Q930101;T924Q930101;; 4.479 ; 4.666 ; -   ; -   ; 187 ; -   ; 1.313 ; -   ; $3,36 ; $23,59 ; $- ; $26,96 ; $18.457,17 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-SP310DNw;T924Q930101
;S9049600922;L9049600922;; 23.859 ; 25.851 ; -   ; -   ; 1.992 ; -   ; 1.508 ; -   ; $35,80 ; $27,10 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioSP5200S;S9049600922
;W795P104418;W795P104418;; 34.871 ; 37.072 ; 25.927 ; 27.758 ; 2.201 ; 1.831 ; 1.799 ; -   ; $176,60 ; $32,33 ; $- ; $208,93 ; $143.062,97 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioMPC305;W795P104418
;S9049400873;L9049400873;; 42.145 ; 45.850 ; -   ; -   ; 3.705 ; -   ; -   ; -   ; $66,58 ; $- ; $- ; $66,58 ; $45.589,20 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioSP5200S;
;S9049600809;L9049600809;; 31.294 ; 34.046 ; -   ; -   ; 2.752 ; -   ; 748 ; -   ; $49,45 ; $13,44 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioSP5200S;S9049600809
;T924Q830013;T924Q830013;; 4.818 ; 5.026 ; -   ; -   ; 208 ; -   ; 1.292 ; -   ; $3,74 ; $23,22 ; $- ; $26,96 ; $18.457,17 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-SP310DNw;T924Q830013
;S9058602122;L9058602122;; 19.737 ; 21.456 ; -   ; -   ; 1.719 ; -   ; 1.781 ; -   ; $30,89 ; $32,00 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioSP5200S;S9058602122
;S9058601797;L9058601797;; 22.882 ; 24.860 ; -   ; -   ; 1.978 ; -   ; 1.522 ; -   ; $35,54 ; $27,35 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioSP5200S;S9058601797
;S9058601523;L9058601523;; 30.070 ; 31.707 ; -   ; -   ; 1.637 ; -   ; 1.863 ; -   ; $29,42 ; $33,48 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioSP5200S;S9058601523
;S9058601784;L9058601784;; 30.709 ; 31.716 ; -   ; -   ; 1.007 ; -   ; 2.493 ; -   ; $18,10 ; $44,80 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioSP5200S;S9058601784
;S9058601615;L9058601615;; 27.878 ; 30.011 ; -   ; -   ; 2.133 ; -   ; 1.367 ; -   ; $38,33 ; $24,56 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioSP5200S;S9058601615
;S9058601614;L9058601614;; 26.143 ; 27.974 ; -   ; -   ; 1.831 ; -   ; 1.669 ; -   ; $32,90 ; $29,99 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioSP5200S;S9058601614
;T924Q930098;T924Q930098;; 4.457 ; 4.657 ; -   ; -   ; 200 ; -   ; 1.300 ; -   ; $3,59 ; $23,36 ; $- ; $26,96 ; $18.457,17 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-SP310DNw;T924Q930098
;S9058601955;L9058601955;; 32.282 ; 34.084 ; -   ; -   ; 1.802 ; -   ; 1.698 ; -   ; $32,38 ; $30,51 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioSP5200S;S9058601955
;S9049600948;L9049600948;; 23.910 ; 24.219 ; -   ; -   ; 309 ; -   ; 3.191 ; -   ; $5,55 ; $57,34 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioSP5200S;S9049600948
;S9058602123;L9058602123;; 28.102 ; 34.148 ; -   ; -   ; 6.046 ; -   ; -   ; -   ; $108,65 ; $- ; $- ; $108,65 ; $74.394,69 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioSP5200S;
;S9049400697;L9049400697;; 33.251 ; 34.906 ; -   ; -   ; 1.655 ; -   ; 1.845 ; -   ; $29,74 ; $33,15 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioSP5200S;S9049400697
;T924Q830114;T924Q830114;; 4.907 ; 5.370 ; -   ; -   ; 463 ; -   ; 1.037 ; -   ; $8,32 ; $18,63 ; $- ; $26,96 ; $18.457,17 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-SP310DNw;
;W913P708148;W913P708148;; 101.575 ; 103.823 ; -   ; -   ; 2.248 ; -   ; 1.252 ; -   ; $40,40 ; $22,50 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Banco Falabella;;Propiedad Ricoh;Ricoh-AficioMP301;
;T924Q930190;T924Q930190;; 5.146 ; 5.461 ; -   ; -   ; 315 ; -   ; 1.185 ; -   ; $5,66 ; $21,29 ; $- ; $26,96 ; $18.457,17 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-SP310DNw;T924Q930190
;T924Q930223;T924Q930223;; 5.306 ; 5.697 ; -   ; -   ; 391 ; -   ; 1.109 ; -   ; $7,03 ; $19,93 ; $- ; $26,96 ; $18.457,17 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-SP310DNw;T924Q930223
;W914P307847;W914P307847;; 62.299 ; 64.360 ; -   ; -   ; 2.061 ; -   ; 1.439 ; -   ; $37,04 ; $25,86 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioMP301;
;S9058601866;L9058601866;; 24.567 ; 26.870 ; -   ; -   ; 2.303 ; -   ; 1.197 ; -   ; $41,38 ; $21,51 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioSP5200S;S9058601866
;W915P603203;W915P603203;; 15.091 ; 17.730 ; -   ; -   ; 2.639 ; -   ; 861 ; -   ; $47,42 ; $15,47 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Banco Falabella;;Propiedad Ricoh;Ricoh-AficioMP301;
;S9058601920;L9058601920;; 11.649 ; 13.508 ; -   ; -   ; 1.859 ; -   ; 1.641 ; -   ; $33,41 ; $29,49 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioSP5200S;S9058601920
;S9058602005;L9058602005;; 31.195 ; 33.861 ; -   ; -   ; 2.666 ; -   ; 834 ; -   ; $47,91 ; $14,99 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioSP5200S;S9058602005
;S9058601680;L9058601680;; 13.774 ; 15.044 ; -   ; -   ; 1.270 ; -   ; 2.230 ; -   ; $22,82 ; $40,07 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioSP5200S;S9058601680
;S9049601025;L9049601025;; 40.981 ; 42.985 ; -   ; -   ; 2.004 ; -   ; 1.496 ; -   ; $36,01 ; $26,88 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioSP5200S;S9049601025
;W805P100708;W805P100708;; 44.980 ; 47.476 ; 11.955 ; 13.041 ; 2.496 ; 1.086 ; 1.504 ; -   ; $126,14 ; $27,03 ; $- ; $153,17 ; $104.879,64 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioMPC305;W805P100708
;T924Q930093;T924Q930093;; 6.485 ; 6.804 ; -   ; -   ; 319 ; -   ; 1.181 ; -   ; $5,73 ; $21,22 ; $- ; $26,96 ; $18.457,17 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-SP310DNw;T924Q930093
;W914PC08215;W914PC08215;; 60.636 ; 60.636 ; -   ; -   ; -   ; -   ; 3.500 ; -   ; $- ; $62,90 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioMP301;
;S9049601045;L9049601045;; 39.749 ; 43.727 ; -   ; -   ; 3.978 ; -   ; -   ; -   ; $71,48 ; $- ; $- ; $71,48 ; $48.948,41 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioSP5200S;S9049601045
;T924Q930211;T924Q930211;; 6.053 ; 6.103 ; -   ; -   ; 50 ; -   ; 1.450 ; -   ; $0,90 ; $26,06 ; $- ; $26,96 ; $18.457,17 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-SP310DNw;T924Q930211
;S9049601080;L9049601080;; 28.539 ; 30.276 ; -   ; -   ; 1.737 ; -   ; 1.763 ; -   ; $31,21 ; $31,68 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioSP5200S;S9049601080
;W915P208973;W915P208973;; 24.236 ; 26.718 ; -   ; -   ; 2.482 ; -   ; 1.018 ; -   ; $44,60 ; $18,29 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioMP301;
;S9049601033;L9049601033;; 33.644 ; 35.628 ; -   ; -   ; 1.984 ; -   ; 1.516 ; -   ; $35,65 ; $27,24 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioSP5200S;S9049601033
;S9049600912;L9049600912;; 39.052 ; 40.894 ; -   ; -   ; 1.842 ; -   ; 1.658 ; -   ; $33,10 ; $29,79 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioSP5200S;S9049600912
;S9049400849;L9049400849;; 25.312 ; 27.552 ; -   ; -   ; 2.240 ; -   ; 1.260 ; -   ; $40,25 ; $22,64 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioSP5200S;S9049400849
;S9058601629;L9058601629;; 30.745 ; 33.032 ; -   ; -   ; 2.287 ; -   ; 1.213 ; -   ; $41,10 ; $21,80 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioSP5200S;S9058601629
;S9058601977;L9058601977;; 25.285 ; 27.145 ; -   ; -   ; 1.860 ; -   ; 1.640 ; -   ; $33,42 ; $29,47 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioSP5200S;S9058601977
;S9049601203;L9049601203;; 34.903 ; 36.766 ; -   ; -   ; 1.863 ; -   ; 1.637 ; -   ; $33,48 ; $29,42 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioSP5200S;S9049601203
;S8141501953;S8141501953;; 52.394 ; 52.394 ; -   ; -   ; -   ; -   ; 3.000 ; -   ; $- ; $53,91 ; $- ; $53,91 ; $36.914,33 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioSP5200DN;
;S9058601663;L9058601663;; 26.309 ; 28.196 ; -   ; -   ; 1.887 ; -   ; 1.613 ; -   ; $33,91 ; $28,99 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioSP5200S;S9058601663
;S9058601494;L9058601494;; 30.989 ; 36.268 ; -   ; -   ; 5.279 ; -   ; -   ; -   ; $94,86 ; $- ; $- ; $94,86 ; $64.956,92 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioSP5200S;S9058601494
;W795P104132;W795P104132;; 20.410 ; 26.553 ; 9.097 ; 11.489 ; 6.143 ; 2.392 ; -   ; -   ; $289,43 ; $- ; $- ; $289,43 ; $198.184,92 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioMPC305;
;S9058601636;L9058601636;; 28.852 ; 30.570 ; -   ; -   ; 1.718 ; -   ; 1.782 ; -   ; $30,87 ; $32,02 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioSP5200S;S9058601636
;S9049600678;L9049600678;; 56.058 ; 58.775 ; -   ; -   ; 2.717 ; -   ; 783 ; -   ; $48,82 ; $14,07 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioSP5200S;S9049600678
;S9049400703;L9049400703;; 39.433 ; 42.053 ; -   ; -   ; 2.620 ; -   ; 880 ; -   ; $47,08 ; $15,81 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioSP5200S;S9049400703
;S8141500693;S8141500693;; 27.483 ; 28.994 ; -   ; -   ; 1.511 ; -   ; 1.489 ; -   ; $27,15 ; $26,76 ; $- ; $53,91 ; $36.914,33 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioSP5200DN;S8141500693
;S9058602046;L9058602046;; 30.883 ; 34.277 ; -   ; -   ; 3.394 ; -   ; 106 ; -   ; $60,99 ; $1,90 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioSP5200S;S9058602046
;S9049000491;L9049000491;; 49.953 ; 52.013 ; -   ; -   ; 2.060 ; -   ; 1.440 ; -   ; $37,02 ; $25,88 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioSP5200S;S9049000491
;W914PA06588;W914PA06588;; 33.357 ; 42.181 ; -   ; -   ; 8.824 ; -   ; -   ; -   ; $158,57 ; $- ; $- ; $158,57 ; $108.577,36 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioMP301;
;T924Q930100;T924Q930100;; 6.710 ; 6.963 ; -   ; -   ; 253 ; -   ; 1.247 ; -   ; $4,55 ; $22,41 ; $- ; $26,96 ; $18.457,17 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-SP310DNw;T924Q930100
;S9049600862;L9049600862;; 39.491 ; 40.950 ; -   ; -   ; 1.459 ; -   ; 2.041 ; -   ; $26,22 ; $36,68 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioSP5200S;S9049600862
;W914P605743;W914P605743;; 68.205 ; 70.778 ; -   ; -   ; 2.573 ; -   ; 927 ; -   ; $46,24 ; $16,66 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioMP301;W914P605743
